AccountNumber,BillNumber,IssueDate,DueDate,CustomerName,Address,OSBalance,AdvancePayment,CurrentCharges,TamperingInst,OtherInst,OtherCharges,ConsumptionValue,MeterRent,CountryFils,FuelPriceRate,TVFees,GarbageFees,MeterNumber,Period,PresRead,PrevRead,CalcUsage,Disc,MultFactor,ExportedUsage,NetConsumption,IsObb,ObbAmount,Language,PrevMonPeriod_1,PrevMonConsumption_1,PrevMonPeriod_2,PrevMonConsumption_2,PrevMonPeriod_3,PrevMonConsumption_3,PrevMonPeriod_4,PrevMonConsumption_4,PrevMonPeriod_5,PrevMonConsumption_5,PrevMonPeriod_6,PrevMonConsumption_6,PrevMonPeriod_7,PrevMonConsumption_7,PrevMonPeriod_8,PrevMonConsumption_8,PrevMonPeriod_9,PrevMonConsumption_9,PrevMonPeriod_10,PrevMonConsumption_10,PrevMonPeriod_11,PrevMonConsumption_11
2674260159,6956684984,2017-10-26,2017-11-14,Frances Wheeler,"429 Timothy Prairie Apt. 630, Travisfurt, NE 82882",2.4,-19.19,93.77,9,1,8.99,411.28255782338454,3.71,0.89,0.98,0.56,7.62,218797,2018-11-01 to 2018-04-28,10414,10027,387,0.96,1.07,414.09,414.09,FALSE,,Arabic,2017-07-01 to 2017-07-28,447.4,2017-12-01 to 2017-12-28,439.27,2017-05-01 to 2017-07-28,416.66,2017-02-01 to 2017-10-28,431.12,2017-08-01 to 2017-07-28,444.03,2017-05-01 to 2017-04-28,425.65,2017-07-01 to 2017-07-28,419.25,2017-03-01 to 2017-07-28,425.98,2017-09-01 to 2017-05-28,408.99,2017-02-01 to 2017-09-28,425.58,2017-05-01 to 2017-07-28,411.28
2587943455,6344450689,2017-02-01,2017-03-14,Richard Robinson,"1777 Emily Mission Apt. 214, Cooperborough, NE 04006",47.41,-13.97,408.41,8,3,2.16,707.5845235191304,5.21,0.91,0.64,1.97,14.38,838699,2018-10-01 to 2018-07-28,10573,10040,533,0.59,1.09,580.97,580.97,FALSE,,Arabic,2017-03-01 to 2017-04-28,699.35,2017-07-01 to 2017-08-28,706.55,2017-05-01 to 2017-03-28,699.36,2017-02-01 to 2017-12-28,688.88,2017-03-01 to 2017-09-28,705.14,2017-12-01 to 2017-08-28,703.42,2017-06-01 to 2017-06-28,711.55,2017-11-01 to 2017-01-28,723.2,2017-10-01 to 2017-11-28,706.25,2017-10-01 to 2017-03-28,713.83,2017-11-01 to 2017-10-28,707.58
2068521458,6840051350,2017-08-22,2017-09-14,Penny Mitchell,"44915 Deborah Island, East Raymond, HI 09002",7.79,-11.88,282.77,0,2,13.72,438.64217873844507,7.3,0.8,0.1,0.97,8.93,878967,2018-06-01 to 2018-03-28,10897,10479,418,0.75,1.04,434.72,434.72,FALSE,,English,2017-03-01 to 2017-04-28,426.64,2017-01-01 to 2017-11-28,406.28,2017-10-01 to 2017-01-28,431.59,2017-04-01 to 2017-11-28,426.07,2017-05-01 to 2017-05-28,438.29,2017-08-01 to 2017-09-28,435.22,2017-09-01 to 2017-01-28,418.99,2017-03-01 to 2017-02-28,437.54,2017-10-01 to 2017-01-28,422.49,2017-07-01 to 2017-08-28,418.89,2017-05-01 to 2017-09-28,438.64
2501392756,6946130771,2017-08-03,2017-09-03,Joseph Wilson,"887 Susan Valleys Suite 104, Scottland, DE 79743",74.16,-26.27,231.31,3,1,0.51,527.5387654985915,9.56,0.89,0.65,1.73,2.52,730155,2018-08-01 to 2018-06-28,11682,11121,561,0.29,1.1,617.1,617.1,TRUE,16.6,Arabic,2017-10-01 to 2017-01-28,568.65,2017-06-01 to 2017-11-28,556.6,2017-09-01 to 2017-02-28,573.17,2017-02-01 to 2017-09-28,554.69,2017-01-01 to 2017-05-28,555.88,2017-09-01 to 2017-06-28,541.53,2017-02-01 to 2017-10-28,543.69,2017-03-01 to 2017-04-28,525.71,2017-02-01 to 2017-08-28,514.51,2017-06-01 to 2017-05-28,514.89,2017-05-01 to 2017-06-28,527.54
2659456962,6306326892,2017-06-14,2017-07-27,Katie Jackson,"488 Brenda Plains Suite 219, North Robertfort, WA 21408",45.67,29.69,192.76,2,3,17.93,515.8987958400645,3.3,0.74,0.61,1.38,10.8,832922,2018-04-01 to 2018-05-28,11560,11130,430,0.8,1.05,451.5,451.5,FALSE,,English,2017-03-01 to 2017-11-28,499.9,2017-11-01 to 2017-09-28,499.94,2017-06-01 to 2017-08-28,510.36,2017-08-01 to 2017-02-28,513.07,2017-01-01 to 2017-04-28,498.46,2017-01-01 to 2017-10-28,499.57,2017-08-01 to 2017-09-28,520.99,2017-05-01 to 2017-11-28,521.91,2017-09-01 to 2017-08-28,529.33,2017-05-01 to 2017-01-28,517.07,2017-10-01 to 2017-10-28,515.9
2166980451,6924485649,2017-08-11,2017-08-27,Glenda Dominguez,"650 Brennan Grove Apt. 877, West Tammyborough, ID 67313",30.9,5.38,345.53,9,1,18.9,561.8766964677836,7.69,0.78,0.98,1.67,13.89,175415,2018-09-01 to 2018-07-28,10897,10357,540,0.08,1.06,572.4,572.4,TRUE,12.84,English,2017-10-01 to 2017-04-28,567.83,2017-01-01 to 2017-03-28,551.76,2017-04-01 to 2017-08-28,585.44,2017-05-01 to 2017-05-28,578.82,2017-07-01 to 2017-02-28,578.86,2017-09-01 to 2017-01-28,576.81,2017-07-01 to 2017-04-28,585.27,2017-07-01 to 2017-02-28,567.77,2017-08-01 to 2017-07-28,584.04,2017-05-01 to 2017-07-28,579.11,2017-04-01 to 2017-07-28,561.88
2689632672,6337976176,2017-12-08,2018-01-14,Amanda Moyer,"40385 Hector Mountain Apt. 402, Leeton, SC 87991",17.76,-28.98,413.04,3,2,12.6,409.3076208290971,9.27,0.67,0.12,1.13,19.43,832294,2018-12-01 to 2018-11-28,10046,9457,589,0.25,1.05,618.45,618.45,TRUE,39.61,Arabic,2017-01-01 to 2017-10-28,408.45,2017-02-01 to 2017-03-28,419.12,2017-04-01 to 2017-12-28,416.03,2017-05-01 to 2017-06-28,394.56,2017-05-01 to 2017-05-28,376.97,2017-07-01 to 2017-12-28,401.56,2017-12-01 to 2017-11-28,400.29,2017-10-01 to 2017-08-28,398.87,2017-04-01 to 2017-04-28,398.63,2017-08-01 to 2017-07-28,396.59,2017-06-01 to 2017-12-28,409.31
2805536446,6239489214,2017-11-18,2017-12-29,Patrick Smith,"USNV Robinson, FPO AA 02565",64.05,3.02,217.15,4,0,2.65,513.5648426507432,4.89,0.18,0.68,1.04,13.48,849703,2018-05-01 to 2018-11-28,10375,9940,435,0.53,1.07,465.45,465.45,TRUE,39.51,Arabic,2017-12-01 to 2017-11-28,496.08,2017-03-01 to 2017-06-28,489.2,2017-08-01 to 2017-12-28,504.29,2017-05-01 to 2017-12-28,496.61,2017-07-01 to 2017-04-28,478.25,2017-11-01 to 2017-09-28,513.14,2017-12-01 to 2017-09-28,517.27,2017-12-01 to 2017-08-28,512.35,2017-08-01 to 2017-07-28,510.8,2017-09-01 to 2017-02-28,515.11,2017-06-01 to 2017-06-28,513.56
2280849596,6112749454,2017-03-13,2017-04-01,Benjamin Spence,"784 Kendra Corner, Lake Janeview, NJ 95072",87.48,-24.58,109.93,8,2,13.51,600.0470381888787,4.78,0.27,0.76,1.44,16.3,520205,2018-04-01 to 2018-09-28,10984,10646,338,0.31,1.09,368.42,368.42,TRUE,32.28,English,2017-05-01 to 2017-11-28,621.75,2017-02-01 to 2017-09-28,619.18,2017-07-01 to 2017-06-28,603.86,2017-08-01 to 2017-08-28,609.02,2017-07-01 to 2017-11-28,612.31,2017-06-01 to 2017-05-28,611.69,2017-02-01 to 2017-09-28,624.19,2017-01-01 to 2017-09-28,602.65,2017-12-01 to 2017-09-28,597.44,2017-12-01 to 2017-12-28,586.61,2017-07-01 to 2017-08-28,600.05
2416111498,6487791282,2017-04-15,2017-05-09,Aaron Carlson,"402 Kelly Circles, Johnsonberg, NV 14836",81.57,-15.27,130.57,10,0,16.8,690.0656527484867,4.37,0.19,0.5,1.43,11.95,711323,2018-07-01 to 2018-02-28,11317,10926,391,0.04,1.1,430.1,430.1,TRUE,13.26,Arabic,2017-03-01 to 2017-11-28,691.99,2017-02-01 to 2017-08-28,683.17,2017-04-01 to 2017-01-28,689.0,2017-01-01 to 2017-07-28,700.59,2017-02-01 to 2017-03-28,684.83,2017-04-01 to 2017-01-28,690.91,2017-02-01 to 2017-07-28,703.73,2017-01-01 to 2017-11-28,689.5,2017-09-01 to 2017-12-28,694.22,2017-02-01 to 2017-03-28,691.94,2017-02-01 to 2017-09-28,690.07
2426291093,6226243831,2017-12-14,2018-01-21,Zachary Winters,"4008 Jesse Ramp, Lake Garrettland, NH 23863",71.17,-26.26,204.89,10,2,9.95,622.4409665475262,1.54,0.53,0.22,1.25,3.68,357209,2018-12-01 to 2018-09-28,10762,10168,594,0.82,1.0,594.0,594.0,TRUE,4.28,English,2017-02-01 to 2017-02-28,573.55,2017-04-01 to 2017-09-28,591.2,2017-06-01 to 2017-07-28,600.3,2017-04-01 to 2017-05-28,599.5,2017-08-01 to 2017-07-28,597.79,2017-11-01 to 2017-11-28,610.51,2017-06-01 to 2017-05-28,621.05,2017-09-01 to 2017-01-28,617.59,2017-01-01 to 2017-08-28,610.52,2017-11-01 to 2017-06-28,611.06,2017-11-01 to 2017-05-28,622.44
2207721531,6561570967,2017-02-16,2017-03-25,Alexis Ellis,"85212 Kimberly View, Lake Jamie, VT 86651",45.5,-21.65,313.59,3,4,1.27,693.3848348980254,3.26,0.76,0.9,1.48,14.14,784108,2018-07-01 to 2018-08-28,10152,9712,440,0.58,1.09,479.6,479.6,TRUE,8.94,English,2017-12-01 to 2017-09-28,664.97,2017-06-01 to 2017-11-28,676.96,2017-11-01 to 2017-08-28,690.28,2017-05-01 to 2017-03-28,660.52,2017-12-01 to 2017-08-28,668.92,2017-01-01 to 2017-08-28,677.6,2017-04-01 to 2017-02-28,673.84,2017-03-01 to 2017-05-28,681.46,2017-06-01 to 2017-11-28,684.6,2017-04-01 to 2017-02-28,680.9,2017-03-01 to 2017-02-28,693.38
2269326328,6710639720,2017-08-19,2017-09-07,Eric Jones,"4198 Campbell Views, Smithfurt, PA 72764",85.18,0.39,130.07,1,5,2.03,499.7436690441654,9.41,0.48,0.86,1.36,2.58,396068,2018-02-01 to 2018-07-28,11198,10507,691,0.08,1.08,746.28,746.28,FALSE,,Arabic,2017-07-01 to 2017-09-28,508.04,2017-08-01 to 2017-03-28,499.28,2017-09-01 to 2017-10-28,499.68,2017-04-01 to 2017-08-28,473.38,2017-04-01 to 2017-10-28,489.92,2017-05-01 to 2017-03-28,495.02,2017-01-01 to 2017-02-28,488.78,2017-06-01 to 2017-05-28,502.54,2017-06-01 to 2017-10-28,466.95,2017-07-01 to 2017-03-28,490.02,2017-09-01 to 2017-08-28,499.74
2206573844,6906137993,2017-02-21,2017-03-25,Jason Alexander,"936 Nelson Views Suite 270, Nicoleberg, PA 33089",86.87,5.13,387.75,3,3,5.62,426.18586133724193,1.3,0.66,0.32,1.59,5.58,141974,2018-11-01 to 2018-01-28,11903,11400,503,0.87,1.05,528.15,528.15,FALSE,,English,2017-03-01 to 2017-10-28,425.94,2017-11-01 to 2017-01-28,439.54,2017-01-01 to 2017-11-28,407.9,2017-06-01 to 2017-09-28,422.27,2017-03-01 to 2017-10-28,435.34,2017-07-01 to 2017-08-28,428.84,2017-10-01 to 2017-07-28,409.93,2017-08-01 to 2017-05-28,421.08,2017-02-01 to 2017-06-28,412.82,2017-09-01 to 2017-06-28,418.37,2017-08-01 to 2017-11-28,426.19
2515656103,6124116556,2017-01-13,2017-02-15,Richard Smith,"616 Matthew Tunnel, Yangmouth, IA 20621",37.92,35.61,112.2,4,0,14.37,586.2535824245884,4.11,0.76,0.52,1.95,1.08,389897,2018-08-01 to 2018-06-28,11500,11159,341,0.25,1.1,375.1,375.1,FALSE,,English,2017-05-01 to 2017-01-28,587.65,2017-08-01 to 2017-05-28,588.99,2017-08-01 to 2017-09-28,601.59,2017-06-01 to 2017-09-28,595.35,2017-09-01 to 2017-05-28,606.03,2017-09-01 to 2017-07-28,581.31,2017-01-01 to 2017-07-28,603.04,2017-06-01 to 2017-06-28,596.6,2017-08-01 to 2017-06-28,579.53,2017-02-01 to 2017-04-28,594.17,2017-07-01 to 2017-10-28,586.25
2580832845,6687054521,2017-11-02,2017-12-04,Shannon Smith,"473 Hill Isle Apt. 592, Adkinsburgh, OK 84883",62.59,-38.34,364.22,9,2,12.97,520.8402210426763,4.18,0.59,0.55,0.57,10.48,619463,2018-06-01 to 2018-02-28,10936,10522,414,0.63,1.05,434.7,434.7,TRUE,15.29,Arabic,2017-10-01 to 2017-09-28,534.33,2017-01-01 to 2017-07-28,515.17,2017-06-01 to 2017-11-28,538.67,2017-06-01 to 2017-10-28,516.14,2017-12-01 to 2017-10-28,510.68,2017-09-01 to 2017-08-28,510.62,2017-06-01 to 2017-05-28,521.91,2017-12-01 to 2017-10-28,515.98,2017-02-01 to 2017-04-28,512.05,2017-11-01 to 2017-06-28,528.03,2017-11-01 to 2017-12-28,520.84
2592461789,6210792379,2017-06-14,2017-07-05,Tammy Pope,"USNS Shepherd, FPO AE 40460",53.04,-30.96,200.28,2,4,0.56,573.2856619670616,8.4,0.12,0.69,1.58,16.34,517512,2018-05-01 to 2018-06-28,11982,11658,324,0.45,1.01,327.24,327.24,TRUE,5.62,English,2017-01-01 to 2017-12-28,622.43,2017-07-01 to 2017-08-28,600.0,2017-10-01 to 2017-08-28,626.38,2017-08-01 to 2017-12-28,612.65,2017-01-01 to 2017-06-28,577.18,2017-06-01 to 2017-04-28,602.76,2017-07-01 to 2017-08-28,583.47,2017-11-01 to 2017-09-28,573.63,2017-07-01 to 2017-09-28,581.38,2017-11-01 to 2017-09-28,553.06,2017-06-01 to 2017-10-28,573.29
2912090026,6653449206,2017-03-17,2017-04-05,Andrea Barnes,"51586 James Falls, North John, CO 24705",58.79,-13.5,260.77,3,1,6.14,565.2840025514445,5.28,0.16,0.71,1.81,1.33,106073,2018-05-01 to 2018-03-28,11322,10904,418,0.74,1.06,443.08,443.08,FALSE,,Arabic,2017-08-01 to 2017-05-28,602.18,2017-01-01 to 2017-05-28,590.38,2017-12-01 to 2017-05-28,587.33,2017-08-01 to 2017-01-28,579.57,2017-05-01 to 2017-09-28,564.0,2017-02-01 to 2017-09-28,582.52,2017-09-01 to 2017-09-28,559.99,2017-04-01 to 2017-12-28,559.21,2017-02-01 to 2017-07-28,586.93,2017-05-01 to 2017-09-28,566.43,2017-04-01 to 2017-09-28,565.28
2461543906,6477922659,2017-06-19,2017-07-12,William Cameron,"Unit 6673 Box 0934, DPO AE 07672",17.18,39.33,452.55,4,4,15.84,527.6204562020652,7.93,0.54,0.99,1.24,1.43,784990,2018-07-01 to 2018-05-28,11695,11266,429,0.41,1.07,459.03,459.03,TRUE,40.16,English,2017-06-01 to 2017-10-28,535.61,2017-12-01 to 2017-02-28,513.46,2017-04-01 to 2017-09-28,534.64,2017-09-01 to 2017-04-28,534.4,2017-11-01 to 2017-03-28,530.63,2017-03-01 to 2017-04-28,533.0,2017-03-01 to 2017-06-28,527.54,2017-02-01 to 2017-01-28,525.54,2017-09-01 to 2017-06-28,528.34,2017-11-01 to 2017-04-28,526.12,2017-09-01 to 2017-05-28,527.62
2620839507,6689754288,2017-11-01,2017-11-27,Christopher Love,"15726 Martinez Orchard Suite 937, Lynnbury, MD 97635",89.34,7.33,272.38,8,3,17.68,450.44068284106,1.62,0.4,0.22,0.87,15.61,922428,2018-03-01 to 2018-08-28,11937,11345,592,0.8,1.06,627.52,627.52,FALSE,,English,2017-09-01 to 2017-04-28,421.04,2017-10-01 to 2017-02-28,419.95,2017-12-01 to 2017-03-28,404.98,2017-01-01 to 2017-09-28,430.62,2017-10-01 to 2017-03-28,436.73,2017-08-01 to 2017-02-28,445.98,2017-12-01 to 2017-04-28,431.92,2017-07-01 to 2017-02-28,440.24,2017-06-01 to 2017-09-28,430.11,2017-05-01 to 2017-11-28,435.48,2017-11-01 to 2017-02-28,450.44
2236681418,6624913026,2017-05-13,2017-05-28,Bill Clark,"09290 Mikayla Extensions Apt. 610, Garyview, KS 84132",85.55,-0.9,403.92,4,2,12.82,393.4685171050229,8.69,0.95,0.7,1.19,3.07,189624,2018-05-01 to 2018-10-28,11256,10775,481,0.46,1.02,490.62,490.62,TRUE,8.99,English,2017-03-01 to 2017-09-28,416.37,2017-02-01 to 2017-12-28,415.27,2017-02-01 to 2017-02-28,393.02,2017-05-01 to 2017-08-28,412.72,2017-05-01 to 2017-09-28,409.82,2017-11-01 to 2017-12-28,405.07,2017-09-01 to 2017-03-28,411.5,2017-01-01 to 2017-02-28,408.91,2017-12-01 to 2017-01-28,429.69,2017-12-01 to 2017-03-28,421.55,2017-07-01 to 2017-03-28,393.47
2908862090,6773514901,2017-10-10,2017-11-02,Amanda Pratt,"5370 Watson Streets Apt. 604, East Brittanyshire, DC 83925",41.0,45.29,250.42,9,4,10.16,482.5922847671388,8.87,0.52,0.94,1.19,16.47,769103,2018-10-01 to 2018-09-28,10448,9955,493,0.16,1.02,502.86,502.86,FALSE,,Arabic,2017-08-01 to 2017-01-28,433.76,2017-09-01 to 2017-06-28,442.3,2017-11-01 to 2017-03-28,445.14,2017-11-01 to 2017-04-28,442.6,2017-02-01 to 2017-08-28,461.07,2017-04-01 to 2017-03-28,475.54,2017-12-01 to 2017-02-28,437.85,2017-08-01 to 2017-11-28,462.07,2017-10-01 to 2017-01-28,468.75,2017-08-01 to 2017-03-28,453.26,2017-11-01 to 2017-12-28,482.59
2214246565,6317006167,2017-08-18,2017-09-07,Richard Walton,"381 Ruiz Rapids, Lewisview, MI 69982",45.86,-8.67,382.8,8,4,14.1,459.6475341019849,9.97,0.99,0.58,0.85,5.73,120496,2018-02-01 to 2018-11-28,11794,11190,604,0.2,1.03,622.12,622.12,TRUE,3.08,English,2017-09-01 to 2017-01-28,469.94,2017-10-01 to 2017-01-28,457.28,2017-05-01 to 2017-01-28,451.54,2017-12-01 to 2017-06-28,455.96,2017-08-01 to 2017-06-28,447.91,2017-12-01 to 2017-10-28,438.07,2017-12-01 to 2017-02-28,476.04,2017-11-01 to 2017-04-28,468.99,2017-10-01 to 2017-12-28,474.68,2017-03-01 to 2017-06-28,478.74,2017-06-01 to 2017-06-28,459.65
2790162545,6798355094,2017-10-14,2017-11-12,Robert Barrera,"036 Gordon Walks Suite 767, South Jon, MT 36991",0.08,-42.86,286.23,6,4,10.39,674.8054384209594,4.48,0.49,0.37,1.59,9.35,846520,2018-06-01 to 2018-12-28,10744,10171,573,0.42,1.02,584.46,584.46,FALSE,,English,2017-11-01 to 2017-04-28,642.08,2017-05-01 to 2017-08-28,636.93,2017-11-01 to 2017-01-28,650.92,2017-09-01 to 2017-04-28,636.44,2017-08-01 to 2017-10-28,637.99,2017-02-01 to 2017-06-28,635.09,2017-09-01 to 2017-04-28,657.56,2017-10-01 to 2017-06-28,649.39,2017-06-01 to 2017-10-28,647.57,2017-05-01 to 2017-04-28,675.58,2017-02-01 to 2017-03-28,674.81
2414098770,6593961310,2017-12-12,2018-01-07,Ryan Martinez,"432 Eric Row Apt. 442, Kayleeside, PR 15305",98.91,24.17,264.07,4,4,19.83,522.9246677986,5.49,0.9,0.56,1.9,10.49,248047,2018-02-01 to 2018-11-28,10557,9857,700,0.68,1.0,700.0,700.0,TRUE,18.17,Arabic,2017-02-01 to 2017-03-28,512.19,2017-06-01 to 2017-03-28,511.26,2017-02-01 to 2017-07-28,516.75,2017-08-01 to 2017-12-28,514.55,2017-12-01 to 2017-10-28,515.2,2017-08-01 to 2017-05-28,511.29,2017-11-01 to 2017-03-28,504.91,2017-03-01 to 2017-04-28,521.0,2017-12-01 to 2017-01-28,532.11,2017-09-01 to 2017-10-28,512.99,2017-03-01 to 2017-03-28,522.92
2094931709,6405885837,2017-02-13,2017-03-30,Pamela Martinez,"522 Moore Flat, Lake Aaron, WY 61448",64.33,13.27,155.19,0,3,19.42,655.2773758156372,0.55,0.42,0.78,1.86,9.67,880040,2018-05-01 to 2018-01-28,10303,9939,364,0.31,1.1,400.4,400.4,TRUE,40.09,English,2017-02-01 to 2017-08-28,670.91,2017-01-01 to 2017-01-28,646.42,2017-01-01 to 2017-01-28,625.6,2017-11-01 to 2017-05-28,660.93,2017-10-01 to 2017-03-28,622.68,2017-10-01 to 2017-02-28,638.18,2017-11-01 to 2017-02-28,639.51,2017-11-01 to 2017-06-28,649.58,2017-08-01 to 2017-04-28,648.35,2017-06-01 to 2017-08-28,665.59,2017-12-01 to 2017-02-28,655.28
2236323645,6483642878,2017-08-12,2017-09-21,Daniel Garrett,"USS Cortez, FPO AA 33185",81.16,46.79,204.77,5,0,8.55,437.93880056536057,3.29,0.1,0.26,0.54,17.65,978674,2018-12-01 to 2018-12-28,11820,11123,697,0.81,1.0,697.0,697.0,TRUE,9.97,Arabic,2017-02-01 to 2017-08-28,437.22,2017-09-01 to 2017-02-28,429.88,2017-11-01 to 2017-03-28,439.92,2017-04-01 to 2017-10-28,459.4,2017-05-01 to 2017-04-28,443.16,2017-11-01 to 2017-08-28,425.53,2017-03-01 to 2017-01-28,438.67,2017-02-01 to 2017-12-28,422.69,2017-10-01 to 2017-02-28,422.0,2017-06-01 to 2017-11-28,407.7,2017-12-01 to 2017-12-28,437.94
2106614802,6193754668,2017-10-08,2017-11-03,Donna Davis,"3934 Massey Fields Suite 755, Blakemouth, AS 80370",82.75,-21.85,351.52,4,2,8.91,460.8620687730017,4.62,0.29,0.48,1.65,17.49,524640,2018-06-01 to 2018-05-28,11354,10970,384,0.31,1.01,387.84,387.84,TRUE,8.26,English,2017-11-01 to 2017-11-28,393.52,2017-01-01 to 2017-04-28,408.91,2017-03-01 to 2017-02-28,422.35,2017-05-01 to 2017-10-28,437.91,2017-08-01 to 2017-09-28,418.56,2017-03-01 to 2017-07-28,432.6,2017-11-01 to 2017-10-28,441.97,2017-08-01 to 2017-02-28,423.76,2017-07-01 to 2017-11-28,441.35,2017-03-01 to 2017-05-28,442.37,2017-01-01 to 2017-09-28,460.86
2917662081,6700557143,2017-02-11,2017-03-03,Andrew Johnson,"Unit 5834 Box 9405, DPO AE 44463",44.38,-27.38,194.96,7,2,6.89,632.9209431026229,2.8,0.79,0.69,1.93,5.19,720677,2018-02-01 to 2018-05-28,11668,11228,440,0.25,1.08,475.2,475.2,TRUE,29.18,Arabic,2017-05-01 to 2017-03-28,637.01,2017-01-01 to 2017-06-28,631.5,2017-04-01 to 2017-07-28,635.78,2017-06-01 to 2017-06-28,659.69,2017-12-01 to 2017-02-28,617.97,2017-06-01 to 2017-07-28,624.96,2017-01-01 to 2017-12-28,626.52,2017-07-01 to 2017-11-28,644.5,2017-11-01 to 2017-06-28,650.47,2017-11-01 to 2017-02-28,625.03,2017-08-01 to 2017-11-28,632.92
2040554655,6293347707,2017-07-14,2017-08-01,John Butler,"543 Stephens Ville Apt. 458, New Laura, CO 77406",79.47,-20.21,477.36,4,4,19.14,705.2146701989836,1.78,0.66,0.39,1.87,19.91,466047,2018-03-01 to 2018-11-28,10917,10492,425,0.98,1.07,454.75,454.75,FALSE,,Arabic,2017-02-01 to 2017-10-28,691.49,2017-01-01 to 2017-05-28,689.63,2017-09-01 to 2017-08-28,708.46,2017-07-01 to 2017-03-28,691.81,2017-02-01 to 2017-04-28,712.5,2017-08-01 to 2017-10-28,671.14,2017-10-01 to 2017-04-28,691.15,2017-12-01 to 2017-02-28,697.7,2017-08-01 to 2017-06-28,694.54,2017-10-01 to 2017-04-28,700.68,2017-06-01 to 2017-06-28,705.21
2285636361,6020615501,2017-03-10,2017-04-14,Cynthia Erickson,"30692 Nicolas Burg Apt. 888, Rodneyview, MD 41644",8.68,-10.66,461.28,0,1,10.97,549.2032041870108,3.96,0.28,0.43,1.2,5.29,979407,2018-05-01 to 2018-08-28,11161,10761,400,0.42,1.05,420.0,420.0,FALSE,,Arabic,2017-02-01 to 2017-05-28,563.89,2017-09-01 to 2017-02-28,573.51,2017-10-01 to 2017-03-28,567.32,2017-06-01 to 2017-11-28,568.0,2017-06-01 to 2017-10-28,575.14,2017-01-01 to 2017-11-28,586.5,2017-02-01 to 2017-01-28,569.32,2017-07-01 to 2017-12-28,571.06,2017-08-01 to 2017-12-28,583.9,2017-06-01 to 2017-05-28,571.15,2017-02-01 to 2017-12-28,549.2
